idx	Title	Content 
2	1944年（民33年，34歲） 11月13日　月	聽到袁總理為了吉野中將會晤一事而把周秘書從天津找來，對沙兄與袁總理的態度感到相當失望，相繼對待在啟新這件事感到厭煩。晚上把京屋君請來新家，宴會後與我軍、烈火、招榮諸兄打麻將。見到許多同鄉老友，有機會聊上許多，實在愉快。半夜一點回家，但沒半台人力車，花了一個半小時，初冬寒風颯颯中，一個人漫步街道回家。
2	1944年（民33年，34歲） 11月14日　火	下午為中平大佐託付的煙草沒收一事，與北京統稅局的勞煙酒課長與張統稅課長等懇談，但聽說沒收的公文已然發出，此時要翻案實在困難。下午六點回到辦公處，從沙兄處聽說潮君好像被中西少佐訓斥了一頓，又被川上課長責罵，心情很不好，又聽說中西少佐不滿川上課長的出言干預，這事讓我不知所措。想對中西少佐的好意表達感謝，但又覺這行為有些輕率。晚上馬上到中西少佐的宿舍拜訪，報告今日事情始末，並打算換回先前交給他的文件，發現他對文件完全沒意見，這才得以安心離去。十點又造訪越智大尉，對京屋事件他的鼎力相助表答感謝，同時聊到時局現況，並聽他提到軍法部內的種種情勢，我發現他與我想法相當契合，聊到半夜一點。
2	1944年（民33年，34歲） 11月15日　水	中飯時與袁總理、中平、潮氏見面，從袁經理處聽到他今日與吉野閣下的會面始末，並聽到中平、潮兩人討論明天與川上課長的會面內容。還是老樣，終究是為自己的利益著想罷了。房產那邊蒲田業務部長與長谷川技術副部長都來參加，中餐時實在熱鬧極了。下午五點，與佐藤經理局次長懇談昭和20年度的收入查定方針與運費改正方案。晚上從周曾君那兒聽到許多唐山工廠與天津總事務所的軼事，相當有趣。
2	1944年（民33年，34歲） 11月16日　木	相當擔心今天川上課長與袁總理的會談內容，下午沒去上班。下午兩點橋本君打電話來，聽他說今天會面只有川上課長與袁總理兩人，這才稍稍放心。下午五點川上課長來訪辦公處，簡單提到價格問題與資材問題，之後直接與袁總理兩人單獨見面，兩人透過我展開會談，川上課長聽取袁總理對囑託的意見，指示我著手處理文書撤回與囑託任務細則，態度始終和氣，實在愉快。再也沒有比最近袁總理與大使館結盟這事更謝天謝地了，連對潮囑託的諸多惱怒也一瞬間消失。總理也非常高興，晚飯後，與沙、周四人討論公司職務制度的改革。
2	1944年（民33年，34歲） 11月17日　金	早上擬定潮與中平兩人工作細節與公司處理方式，交予袁總理。下午六點金源君從天津來訪，兩人談了許多。中餐中平與潮兩人來訪，與中平聊到賭場等事。晚上橋本君來訪，聽他講述今天大使館會議中關於水泥價格上漲的經緯。晚上與沙、橋本兩人在「六芳齋」用晚餐。晚上十點回到家，文騰君來訪，他又跟以前一樣，拿了許多不明所以的案子過來。今天下午兩點炎秋君來訪，聽他說銀價暴漲，十分歡喜。此外橋本說造飛機要用到銀，想到今後銀價仍會不斷上揚，心中高興萬分。
2	1944年（民33年，34歲） 11月18日　土	從天津事務所請來李科長，討論救出他兒女的事。晚上為了公司要跟聯銀借兩千萬，招待顧問部廣田氏(廣田前總理的兒子)與謝調查主任，懇談許多金融問題。宴後，被京屋、我軍、烈火找去我軍家打麻將。拼戰徹夜，輸了5,300圓，金額之高，生平頭一遭。
2	1944年（民33年，34歲） 11月19日　日	早晨回到家就寢，卻怎麼睡也睡不好，下午三點到公司。晚上招待越智大尉，請京屋、我軍、烈火、李科長一起在家裡用餐。其一是為京屋事件表示感謝，其二則是請他幫忙救出李科長的兒女。不知為何，我很喜歡越智這號人物，與他聊天常會忘了時間。今天姊姊因為阻止憲兵毆打人力車夫而被逮捕，火速拜託別府先生搭救，旋即釋放回家。一整天都沒辦公。
2	1944年（民33年，34歲） 11月20日　月	早上九點半在大使館與川上課長會面，報告水泥價格上漲問題與我自己擬定的囑託工作細節，氣氛極為和樂，他還替我擔心許多問題。最近在公司都沒法做事，實在很困擾。
2	1944年（民33年，34歲） 11月21日　火	下午一點在中央公園與沙兄、周秘書到「上林春」與油谷書記官、綾部理事、山內事務局長會面，討論江南機械的金子換算問題，但沒有結論。飯後在公園散步，之後到滿洲中央銀行會見吳金川。他身負華北經濟調查的指示要來北京待上十天，要在我家留宿。夜裡在家招待中西少佐、袁總理、李董事與金川君、周秘書，舉杯慶祝對付潮囑託勝利，並聊到水泥價格問題、工廠組織等問題到十二點多。
2	1944年（民33年，34歲） 11月22日　水	下午兩點經文騰君介紹，趙明儀來訪，提到把枕木賣到華北交通的問題，經交涉卻不成。夜裡帶金川君拜訪陳茂蟾、藤田、池田、吳姊夫，聊了許多家常事。晚上提到與滿洲交換□之事卻不成，令人失望。
2	1944年（民33年，34歲） 11月23日　木	中午中平大佐來訪，聊到潮君的問題、賭場的問題等，聽他說賭場一事已經作罷，不免失望。又聊到善鄰會、收買銅等問題。中飯過後，與池田君、金川君一同散步中央公園、太廟，早冬寒峭的陽光下，聊及人生諸多問題。在公園碰到星賢夫婦，一同喝茶。
2	1944年（民33年，34歲） 11月24日　金	下午三點李增禮君來訪，提到要把一萬噸的煤炭送往上海交換物資，請我想想輸送的問題，為此商量許多對策，還麻煩到三原課長。
2	1944年（民33年，34歲） 11月25日　土	直到今天才知道自己在21號的公報上被任命為運輸局主任。雖說在交通公司地位逐日提高，但我卻有必須辭職的苦衷。心中動搖不已。晚上被星賢君找去，與金川、池田到「中和」看戲。關處長也招待我去看華□的義務戲（義演），過了十一點便與金川君前往。
2	1944年（民33年，34歲） 11月26日　日	難得的星期天想帶金川君到處逛逛，但不巧早上開始降下今年的初雪，滿天白茫茫，雪片紛飛，出不了門。數日來都忙到深夜，到底是累了，故從十一點睡到下午兩點。起床後與三個天真無邪的孩子們玩一整天。陳姊夫的腸胃病似乎又犯了，今天也睡了整天。晚上與金川君聊到《三國誌》，他對於中國的事很熟悉，讓人相當驚訝。
2	1944年（民33年，34歲） 11月27日　月	下午六點到辦公處，袁經理找我商量唐山工廠的改組問題，他請我當副廠長。唐山工廠之複雜，我沒有馬上答應。
2	1944年（民33年，34歲） 11月28日　火	下午五點與袁總理、中平大佐、潮君一同訪問三原課長的官邸，討論王士海的待遇問題、善鄰會的經費問題等等。對三原課長很有好感，有機會希望可以與他深交。晚上在「鹿鳴春」招待橡膠供需協會，石田所長、廣渡課長、樗木、平郡等都來了，與王仲岑、董萬山在和諧的氣氛下邊吃晚餐邊閒談。金川君從天津回來，聊人情事故聊到很晚。
2	1944年（民33年，34歲） 11月29日　水	一整個早上都在舉行會報。中午與天津來的王襄理與周院長聊了許多。特別是周院長送給我他的著作，久久難得聊得這麼開懷。
2	1944年（民33年，34歲） 11月30日　木	不知何故氣溫驟降，今天極冷。下午訪問野鐵星川中尉懇談20年度的軍需運費。龍煙鐵礦的大西運轉課長從宣化來，陪他一下午。三天來東京遭到連續空襲。儘管雷伊特島(Leyte)日軍戰果輝煌，但一般看來還是情況緊急。
2	1944年（民33年，34歲） 12月1日　金	進入十二月，只剩一個月就又要多添一歲了。下午兩點到「亞洲會館」看菲律賓海戰的記錄片，在激烈的戰鬥下，日本神風特攻隊一個一個粉身碎骨、以身報國的行為讓我感受至深。下午四點李時權君來訪，他託我幫忙華中間貨車一事，下班後到「派拉蒙特」(Paramont)喝茶聊天。晚上金源君從天津來訪，討論許多事業經營的事，商量了一個小時。晚上藤田君陪金川君來訪，聊到華北經濟現況與現階段的戰況。
